,preds_0,truths_0,preds_1,truths_1,preds_2,truths_2,preds_3,truths_3,preds_4,truths_4,preds_5,truths_5,preds_6,truths_6,preds_7,truths_7,preds_8,truths_8,preds_9,truths_9
0,0.9223753239208334,0.9191,0.9351055682772221,0.8835,0.9776882022427108,1.01,0.9962284064667505,0.9885,0.9444491231101906,1.0137,0.98528409060416,0.9936,0.9865427908637863,0.9957,0.9912827346473143,1.0084,0.8490193874822022,0.8669,0.9579515035221202,0.9486
1,0.9607808965354014,0.9803,0.9586585918200199,0.9679,0.9758129143370897,0.9949,0.9634228925232569,0.9265,1.0082885021769243,1.0116,0.9996173499079715,1.0032,0.9215730671611306,0.8972,0.8674692007356773,0.8432,0.9938286757087572,0.9864,0.9114696827558026,0.8878
2,0.9879734116291365,1.0037,0.8581610168112853,0.8699,0.9747381073927092,0.9706,0.8713361212826287,0.8632,0.8738653011763907,0.8516,0.9641472727598296,0.9855,0.9785688394207638,0.9904,0.9874762712047495,1.0174,0.9659756577282724,0.974,0.9930841102114714,1.0008
3,0.9653900677794355,0.9718,0.9429599542438697,0.9316,0.9965068042370058,1.0017,0.9641102010719012,1.0072,0.9496038801421589,0.9801,0.9381476530017935,0.9109,1.0030910902990855,1.0049,0.9070864982583867,0.9441,0.925343200834991,0.9376,0.9985027500217193,0.9862
4,0.96060365840027,0.9287,0.9622544707158698,0.9201,0.8953706780948159,0.877,0.9119301193121727,0.8499,0.9332910855752523,0.8749,0.9918949733080918,0.9608,0.9768073327029715,0.9571,0.9315183247427115,0.9346,0.9522171419317563,0.9391,0.8704865213743204,0.8916
5,0.9095770655889254,0.9147,0.8785163760043614,0.9107,0.9810003272920523,0.9524,0.9180235098734268,0.9408,0.9060076177386495,0.9409,0.960327380178984,0.9559,0.9630059170390066,0.9735,0.9989220420238362,0.9993,1.0094489125486512,1.0227,0.9836434905423204,0.9605
6,0.9440808258680297,0.9867,0.979183034162667,0.9958,0.9158473542603437,0.9154,0.895767865518647,0.9328,0.8703473619610105,0.8767,0.9609627100182044,0.969,0.8976782425995989,0.8783,0.9262670282560729,0.9101,0.9554827986834852,0.9819,0.940534833359768,0.9556
7,0.9735791983634313,0.9991,0.9755939617960404,0.9847,0.9830523784404385,0.9929,0.9586938922267118,0.9383,0.9762633468065608,0.9771,0.8826011797784653,0.9112,0.925208528936547,0.8626,0.9652174616757756,0.9287,0.973258805895171,0.9827,0.9402652808511215,0.9384
8,0.8630910531141927,0.8423,0.8581615877273921,0.8423,0.8714761524440244,0.8572,0.9952551381409452,1.0288,0.9989425960255751,1.0117,0.9960908126449532,1.0117,0.8809815559183612,0.8513,0.9647189983468395,0.9624,0.8768017465419666,0.9202,0.970623075280596,0.9983
9,0.9371552642589188,0.9678,0.9358646402784969,0.869,0.9513853998853485,0.9563,0.9932328289670962,0.9921,0.9565821990911285,0.9659,0.9886845513142978,0.9837,0.8574484611912386,0.8402,0.9518617700012442,0.9323,0.8742597610197763,0.8833,0.9450476938729125,0.9273
10,0.9760521423917957,0.9706,0.9865499974780498,1.0001,0.877746173422979,0.8619,0.9594134154665948,0.9466,0.8722581281281258,0.8425,0.8814140165556152,0.8802,0.9762844296227381,0.9927,0.9552794755227811,0.9618,0.9387796303404946,0.8827,0.928628780961982,0.9242
11,0.8699715718776507,0.8881,0.9808662085033012,1.0017,0.9292600348229397,0.9004,0.9513277614305444,0.9618,0.960991305061239,0.9593,0.9774709019952894,0.9521,1.0026186561108852,1.0136,0.8443348072881056,0.8335,0.9692795238789468,0.976,0.8930154121103335,0.9726
12,0.9942909061000564,0.9971,0.9736320007776555,0.9883,0.872340063415158,0.8624,0.8698700139880057,0.8626,0.9550739587532457,0.8828,0.9567209698980221,0.9729,0.9389859099664507,0.9482,0.9700651252032549,0.986,0.9485824703520948,0.9247,0.9728832761702533,0.9652
13,0.9122189131376006,0.9145,0.956267188497638,0.9082,0.8864506248269752,0.8654,0.9736441447606844,1.0091,0.9953351294002473,0.9804,0.9608913838889013,0.9887,0.9341561406162928,0.8962,0.9905916447650763,0.9825,0.9127773224311654,0.908,0.9302172475085366,0.9386
14,0.9892582057544798,1.0246,0.9539993932746464,0.975,1.0150373898234253,1.036,0.9930993079493452,0.9936,0.9732700634890433,0.9846,0.9692685351629446,0.964,0.9765369782418313,0.9629,0.9844085745708601,0.9622,0.9450428315853233,0.9359,0.991391967844604,1.009
15,0.9608040344473288,0.9566,0.9590717710534705,0.9624,1.001208309857403,1.0133,0.8405770240439352,0.8453,0.9172514028605019,0.9398,0.9191492861894457,0.9088,0.9280024353169516,0.9386,0.957946924053456,0.9741,0.9804072015660469,0.9917,0.9750429023400605,0.9985
16,0.9468427847420381,0.9038,0.9761077599758882,0.9896,0.9079216540334211,0.9087,0.8708614744624293,0.8767,0.865975034417654,0.8386,0.9842128586494141,0.9699,0.9390173251828319,0.9618,0.8809589509047919,0.8593,0.8559192131900331,0.8596,0.9580655682989083,0.9628
17,0.9078872885161245,0.8804,0.8791389918044222,0.8594,0.9960905535239197,0.9856,0.949064713161277,0.9441,0.8835666058386408,0.8457,0.9697256056233393,0.9571,0.95017743408836,0.952,0.9486219110742278,0.9484,0.8689253038714058,0.8391,0.93765623373788,0.9377
